onset	duration	trial_type
0.001	0.001	1
0.001	0.001	47
1.079	0.001	265
1.541	0.001	47
2.445	0.001	265
3.541	0.001	47
3.766	0.001	265
4.956	0.001	265
5.541	0.001	47
7.541	0.001	47
9.541	0.001	47
11.541	0.001	47
12.333	0.001	10
12.664	0.001	265
13.541	0.001	47
13.893	0.001	768
13.898	0.001	768
13.987	0.001	265
14.333	0.001	10
15.225	0.001	265
15.541	0.001	47
16.31	0.001	265
16.333	0.001	10
17.541	0.001	47
17.62	0.001	265
18.333	0.001	10
18.957	0.001	265
19.541	0.001	47
20.148	0.001	265
20.333	0.001	10
21.468	0.001	265
21.541	0.001	47
22.333	0.001	10
22.73	0.001	265
23.541	0.001	47
23.889	0.001	265
24.333	0.001	10
25.156	0.001	265
25.541	0.001	47
26.308	0.001	265
26.333	0.001	10
27.431	0.001	265
27.541	0.001	47
28.333	0.001	10
28.747	0.001	265
29.541	0.001	47
29.974	0.001	265
30.333	0.001	10
31.178	0.001	265
31.541	0.001	47
32.333	0.001	10
32.526	0.001	265
33.541	0.001	47
33.744	0.001	265
34.333	0.001	10
35.079	0.001	265
35.541	0.001	47
36.303	0.001	265
36.333	0.001	10
37.44	0.001	265
37.541	0.001	47
38.333	0.001	10
38.611	0.001	265
39.541	0.001	47
39.777	0.001	265
40.333	0.001	10
40.936	0.001	265
41.541	0.001	47
42.266	0.001	265
42.333	0.001	10
43.541	0.001	47
43.542	0.001	265
44.333	0.001	10
44.735	0.001	265
45.541	0.001	47
45.939	0.001	265
46.333	0.001	10
47.07	0.001	265
47.541	0.001	47
48.303	0.001	265
48.333	0.001	10
49.541	0.001	47
49.552	0.001	265
50.333	0.001	10
50.787	0.001	265
51.541	0.001	47
52.132	0.001	265
52.333	0.001	10
53.386	0.001	265
53.541	0.001	47
54.333	0.001	10
54.546	0.001	265
55.541	0.001	47
55.764	0.001	265
56.333	0.001	10
56.955	0.001	265
57.541	0.001	47
58.048	0.001	265
58.333	0.001	10
59.27	0.001	265
59.541	0.001	47
60.119	0.001	768
60.123	0.001	768
60.333	0.001	10
60.577	0.001	265
61.541	0.001	47
61.839	0.001	265
62.333	0.001	10
62.97	0.001	265
63.541	0.001	47
64.16	0.001	265
64.333	0.001	10
65.346	0.001	265
65.541	0.001	47
66.333	0.001	10
66.476	0.001	265
67.541	0.001	47
67.643	0.001	265
68.333	0.001	10
68.739	0.001	265
69.541	0.001	47
69.885	0.001	265
70.333	0.001	10
71.113	0.001	265
71.541	0.001	47
72.278	0.001	265
72.333	0.001	10
73.516	0.001	265
73.541	0.001	47
74.333	0.001	10
74.711	0.001	265
75.541	0.001	47
75.866	0.001	265
76.333	0.001	10
77.044	0.001	265
77.541	0.001	47
78.162	0.001	265
78.333	0.001	10
79.292	0.001	265
79.541	0.001	47
80.333	0.001	10
80.458	0.001	265
81.541	0.001	47
81.565	0.001	265
82.333	0.001	10
82.817	0.001	265
83.541	0.001	47
84.06	0.001	265
84.333	0.001	10
85.218	0.001	265
85.541	0.001	47
86.333	0.001	10
86.407	0.001	265
87.541	0.001	47
87.561	0.001	265
88.333	0.001	10
88.677	0.001	265
89.541	0.001	47
89.938	0.001	265
90.333	0.001	10
91.184	0.001	265
